question,query,db_name,query_category,instructions,db_type,generated_query,reason,error_msg,exact_match,correct,error_query_gen,error_db_exec,timeout,latency_seconds,tokens_used,k_shot_prompt,glossary,table_metadata_string,table_aliases,prev_invalid_sql,prev_error_msg,question_0,query_0,question_1,query_1,cot_instructions,cot_pregen,cost_in_cents
What is the ratio of the number of students who found the grading criteria clear and easy to understand to the number of students who received good feedback from the instructor for each course id?,"SELECT course_tags_count.course_id, CAST(course_tags_count.clear_grading AS FLOAT) / NULLIF(course_tags_count.good_feedback, 0) AS ratio FROM course_tags_count ORDER BY course_tags_count.course_id NULLS LAST;",advising,ratio,,postgres,"SELECT course_id,
       (clear_grading::float / COALESCE(good_feedback, 1)) AS ratio
FROM course_tags_count;",,,0,1,0,0,0,6.45,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- area AS a
-- course AS c
-- program AS p
-- student AS s
-- semester AS se
-- instructor AS i
-- program_course AS pc
-- student_record AS sr
-- course_offering AS co
-- course_tags_count AS ctc
-- comment_instructor AS ci
-- course_prerequisite AS cp
-- offering_instructor AS oi
-- program_requirement AS pr
",,,,,,,,False,n/a
What is the ratio of the total number of students enrolled in courses with exams to the total number of students enrolled in courses without exams?,SELECT SUM(CASE WHEN c.has_exams THEN c.num_enrolled ELSE 0 END)::FLOAT / SUM(CASE WHEN NOT c.has_exams THEN c.num_enrolled ELSE 0 END) AS ratio FROM course c;,advising,ratio,,postgres,"WITH exam_courses AS
  (SELECT c.course_id,
          SUM(s.num_enrolled) OVER (PARTITION BY c.course_id) AS total_students_with_exams
   FROM course c
   JOIN student_record sr ON c.course_id = sr.course_id
   WHERE c.has_exams = TRUE),
     no_exam_courses AS
  (SELECT c.course_id,
          SUM(s.num_enrolled) OVER (PARTITION BY c.course_id) AS total_students_without_exams
   FROM course c
   JOIN student_record sr ON c.course_id = sr.course_id
   WHERE c.has_exams = FALSE)
SELECT COALESCE(SUM(total_students_with_exams), 0) / SUM(COALESCE(total_students_without_exams, 0)) AS ratio
FROM exam_courses
UNION ALL
SELECT 0::numeric -- In case there are no courses without exams FROM no_exam_courses;",,"EXECUTION ERROR: (psycopg2.errors.UndefinedTable) missing FROM-clause entry for table ""s""
LINE 3:           SUM(s.num_enrolled) OVER (PARTITION BY c.course_id...
                      ^

[SQL: WITH exam_courses AS
  (SELECT c.course_id,
          SUM(s.num_enrolled) OVER (PARTITION BY c.course_id) AS total_students_with_exams
   FROM course c
   JOIN student_record sr ON c.course_id = sr.course_id
   WHERE c.has_exams = TRUE),
     no_exam_courses AS
  (SELECT c.course_id,
          SUM(s.num_enrolled) OVER (PARTITION BY c.course_id) AS total_students_without_exams
   FROM course c
   JOIN student_record sr ON c.course_id = sr.course_id
   WHERE c.has_exams = FALSE)
SELECT COALESCE(SUM(total_students_with_exams), 0) / SUM(COALESCE(total_students_without_exams, 0)) AS ratio
FROM exam_courses
UNION ALL
SELECT 0::numeric -- In case there are no courses without exams FROM no_exam_courses;]
(Background on this error at: https://sqlalche.me/e/20/f405)",0,0,0,1,0,8.30,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- area AS a
-- course AS c
-- program AS p
-- student AS s
-- semester AS se
-- instructor AS i
-- program_course AS pc
-- student_record AS sr
-- course_offering AS co
-- course_tags_count AS ctc
-- comment_instructor AS ci
-- course_prerequisite AS cp
-- offering_instructor AS oi
-- program_requirement AS pr
",,,,,,,,False,n/a
How many students have declared a major in each program?,"SELECT {program.name, program.program_id}, COUNT(student.student_id) AS number_of_students FROM student JOIN program ON student.program_id = program.program_id WHERE student.declare_major IS NOT NULL GROUP BY {} ORDER BY number_of_students DESC;",advising,table_join,,postgres,"SELECT p.name AS program_name,
       COUNT(s.student_id) AS student_count
FROM program p
JOIN student s ON p.program_id = s.program_id
GROUP BY p.name;",,,0,1,0,0,0,5.92,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- area AS a
-- course AS c
-- program AS p
-- student AS s
-- semester AS se
-- instructor AS i
-- program_course AS pc
-- student_record AS sr
-- course_offering AS co
-- course_tags_count AS ctc
-- comment_instructor AS ci
-- course_prerequisite AS cp
-- offering_instructor AS oi
-- program_requirement AS pr
",,,,,,,,False,n/a
What is the total number of credits earned by students in each program?,"SELECT {program.name, program.program_id}, SUM(student.total_credit) AS total_credits FROM student JOIN program ON student.program_id = program.program_id GROUP BY {};",advising,table_join,,postgres,"SELECT p.name AS program_name,
       SUM(s.total_credit) AS total_credits_earned
FROM student s
JOIN program_course pc ON s.program_id = pc.program_id
JOIN program p ON s.program_id = p.program_id
GROUP BY p.name;",,INCORRECT RESULTS,0,0,0,0,0,7.19,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- area AS a
-- course AS c
-- program AS p
-- student AS s
-- semester AS se
-- instructor AS i
-- program_course AS pc
-- student_record AS sr
-- course_offering AS co
-- course_tags_count AS ctc
-- comment_instructor AS ci
-- course_prerequisite AS cp
-- offering_instructor AS oi
-- program_requirement AS pr
",,,,,,,,False,n/a
What is the total number of students who have taken a course with a final project or exam?,SELECT COUNT(DISTINCT student_record.student_id) AS total_students FROM student_record JOIN course_offering ON student_record.course_id = course_offering.course_id WHERE course_offering.has_final_project = true OR course_offering.has_final_exam = true;,advising,table_join,,postgres,"SELECT COUNT(DISTINCT s.student_id) AS total_students
FROM student_record sr
JOIN course_offering co ON sr.course_id = co.course_id
AND sr.semester = co.semester
WHERE (co.has_final_project
       OR co.has_final_exam);",,"EXECUTION ERROR: (psycopg2.errors.UndefinedTable) missing FROM-clause entry for table ""s""
LINE 1: SELECT COUNT(DISTINCT s.student_id) AS total_students
                              ^

[SQL: SELECT COUNT(DISTINCT s.student_id) AS total_students
FROM student_record sr
JOIN course_offering co ON sr.course_id = co.course_id
AND sr.semester = co.semester
WHERE (co.has_final_project
       OR co.has_final_exam);]
(Background on this error at: https://sqlalche.me/e/20/f405)",0,0,0,1,0,7.11,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- area AS a
-- course AS c
-- program AS p
-- student AS s
-- semester AS se
-- instructor AS i
-- program_course AS pc
-- student_record AS sr
-- course_offering AS co
-- course_tags_count AS ctc
-- comment_instructor AS ci
-- course_prerequisite AS cp
-- offering_instructor AS oi
-- program_requirement AS pr
",,,,,,,,False,n/a
Which courses have a final project and a final exam?,"SELECT DISTINCT {course.name, course.course_id, course.number} FROM course_offering JOIN course ON course_offering.course_id = course.course_id WHERE course_offering.has_final_project = true AND course_offering.has_final_exam = true;",advising,table_join,,postgres,"SELECT name,
       department, number
FROM course
WHERE has_final_project = TRUE
  AND has_final_exam = TRUE;",,"EXECUTION ERROR: (psycopg2.errors.UndefinedColumn) column ""has_final_project"" does not exist
LINE 4: WHERE has_final_project = TRUE
              ^

[SQL: SELECT name,
       department, number
FROM course
WHERE has_final_project = TRUE
  AND has_final_exam = TRUE;]
(Background on this error at: https://sqlalche.me/e/20/f405)",0,0,0,1,0,4.62,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- area AS a
-- course AS c
-- program AS p
-- student AS s
-- semester AS se
-- instructor AS i
-- program_course AS pc
-- student_record AS sr
-- course_offering AS co
-- course_tags_count AS ctc
-- comment_instructor AS ci
-- course_prerequisite AS cp
-- offering_instructor AS oi
-- program_requirement AS pr
",,,,,,,,False,n/a
Which courses have been taken by students in the Computer Science program?,"SELECT DISTINCT {course.name, course.course_id, course.number} AS course_name FROM student JOIN student_record ON student.student_id = student_record.student_id JOIN program ON student.program_id = program.program_id JOIN course ON student_record.course_id = course.course_id WHERE program.name ILIKE '%Computer Science%';",advising,table_join,,postgres,"SELECT DISTINCT c.name,
                c.department,
                c.number
FROM student s
JOIN program p ON s.program_id = p.program_id
JOIN student_record sr ON s.student_id = sr.student_id
JOIN course c ON sr.course_id = c.course_id
WHERE p.name = 'Computer Science';",,,0,1,0,0,0,6.18,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- area AS a
-- course AS c
-- program AS p
-- student AS s
-- semester AS se
-- instructor AS i
-- program_course AS pc
-- student_record AS sr
-- course_offering AS co
-- course_tags_count AS ctc
-- comment_instructor AS ci
-- course_prerequisite AS cp
-- offering_instructor AS oi
-- program_requirement AS pr
",,,,,,,,False,n/a
Count the number of flight departures for each month?,"SELECT month.month_name, count(*) AS departure_count FROM flight JOIN month ON extract(MONTH FROM to_timestamp(flight.departure_time)) = month.month_number GROUP BY month.month_name, month.month_number ORDER BY month.month_number;SELECT date_trunc('month', to_timestamp(flight.departure_time)) AS month, COUNT(*) AS num_departures FROM flight GROUP BY MONTH ORDER BY MONTH;SELECT EXTRACT(MONTH FROM to_timestamp(flight.departure_time)) AS month, COUNT(*) AS num_departures FROM flight GROUP BY month ORDER BY month;SELECT TO_CHAR(TO_TIMESTAMP(flight.departure_time), 'YYYY-MM') AS month, COUNT(*) AS num_departures FROM flight GROUP BY month ORDER BY month;",atis,date_functions,,postgres,"SELECT m.month_name,
       COUNT(f.flight_id) AS departure_count
FROM flight f
JOIN MONTH m ON DATE_TRUNC('month', f.departure_time) = m.month_number::date
GROUP BY m.month_name;",,"EXECUTION ERROR: (psycopg2.errors.UndefinedFunction) function date_trunc(unknown, bigint) does not exist
LINE 4: JOIN MONTH m ON DATE_TRUNC('month', f.departure_time) = m.mo...
                        ^
HINT:  No function matches the given name and argument types. You might need to add explicit type casts.

[SQL: SELECT m.month_name,
       COUNT(f.flight_id) AS departure_count
FROM flight f
JOIN MONTH m ON DATE_TRUNC('month', f.departure_time) = m.month_number::date
GROUP BY m.month_name;]
(Background on this error at: https://sqlalche.me/e/20/f405)",0,0,0,1,0,6.04,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- days AS d
-- fare AS f
-- month AS m
-- state AS s
-- flight AS fl
-- airline AS a
-- airport AS ai
-- aircraft AS air
-- time_zone AS tz
-- fare_basis AS fb
-- flight_leg AS fli
-- flight_fare AS ff
-- flight_stop AS fs
-- restriction AS r
-- dual_carrier AS dc
-- food_service AS fo
-- time_interval AS ti
-- ground_service AS gs
-- airport_service AS a2
-- class_of_service AS cos
-- code_description AS cd
-- compartment_class AS cc
-- equipment_sequence AS es
",,,,,,,,False,n/a
What's the absolute difference in time in days between today and the earliest flight departure? Give the answer as an integer.,"SELECT date_part('day', CURRENT_DATE - to_timestamp(departure_time)) AS difference_in_days FROM flight ORDER BY departure_time LIMIT 1;SELECT (CURRENT_DATE - TO_TIMESTAMP(MIN(f.departure_time))) AS days_difference FROM flight f;SELECT CAST(ABS((EXTRACT(EPOCH FROM CURRENT_TIMESTAMP) - EXTRACT(EPOCH FROM TO_TIMESTAMP(MIN(departure_time)))) / 86400) AS INTEGER) AS diff_in_days FROM flight;",atis,date_functions,,postgres,"SELECT EXTRACT(DAY
               FROM AGE(NOW(), MIN(departure_time))) AS days_difference
FROM flight;",,"EXECUTION ERROR: (psycopg2.errors.UndefinedFunction) function age(timestamp with time zone, bigint) does not exist
LINE 2:                FROM AGE(NOW(), MIN(departure_time))) AS days...
                            ^
HINT:  No function matches the given name and argument types. You might need to add explicit type casts.

[SQL: SELECT EXTRACT(DAY
               FROM AGE(NOW(), MIN(departure_time))) AS days_difference
FROM flight;]
(Background on this error at: https://sqlalche.me/e/20/f405)",0,0,0,1,0,5.54,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- days AS d
-- fare AS f
-- month AS m
-- state AS s
-- flight AS fl
-- airline AS a
-- airport AS ai
-- aircraft AS air
-- time_zone AS tz
-- fare_basis AS fb
-- flight_leg AS fli
-- flight_fare AS ff
-- flight_stop AS fs
-- restriction AS r
-- dual_carrier AS dc
-- food_service AS fo
-- time_interval AS ti
-- ground_service AS gs
-- airport_service AS a2
-- class_of_service AS cos
-- code_description AS cd
-- compartment_class AS cc
-- equipment_sequence AS es
",,,,,,,,False,n/a
"What's the average duration between departure and arrival times minus 34 minutes? Convert from UNIX to regular datetime, and return the answer in minutes",SELECT avg(to_timestamp(arrival_time) - to_timestamp(departure_time) - interval '34 minutes') AS average_duration FROM flight;SELECT AVG(arrival_time - departure_time)/60 - 34 AS average_duration FROM flight;,atis,date_functions,,postgres,"SELECT AVG((t.arrival_time - t.departure_time) / 60 - 34) AS avg_duration_minus_34_minutes
FROM
  (SELECT departure_time,
          arrival_time
   FROM flight) t;",,INCORRECT RESULTS,0,0,0,0,0,6.86,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- days AS d
-- fare AS f
-- month AS m
-- state AS s
-- flight AS fl
-- airline AS a
-- airport AS ai
-- aircraft AS air
-- time_zone AS tz
-- fare_basis AS fb
-- flight_leg AS fli
-- flight_fare AS ff
-- flight_stop AS fs
-- restriction AS r
-- dual_carrier AS dc
-- food_service AS fo
-- time_interval AS ti
-- ground_service AS gs
-- airport_service AS a2
-- class_of_service AS cos
-- code_description AS cd
-- compartment_class AS cc
-- equipment_sequence AS es
",,,,,,,,False,n/a
What's the earliest flight departure time in the day in HH:MM?,"SELECT to_char(to_timestamp(departure_time)::TIME, 'HH24:MI') AS earliest_departure_time FROM flight ORDER BY earliest_departure_time LIMIT 1;",atis,date_functions,,postgres,"SELECT TO_CHAR(TIMESTAMP 'epoch' + MIN(departure_time) * INTERVAL '1 second', 'HH24:MI') AS earliest_departure_time
FROM flight;",,,0,1,0,0,0,6.26,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- days AS d
-- fare AS f
-- month AS m
-- state AS s
-- flight AS fl
-- airline AS a
-- airport AS ai
-- aircraft AS air
-- time_zone AS tz
-- fare_basis AS fb
-- flight_leg AS fli
-- flight_fare AS ff
-- flight_stop AS fs
-- restriction AS r
-- dual_carrier AS dc
-- food_service AS fo
-- time_interval AS ti
-- ground_service AS gs
-- airport_service AS a2
-- class_of_service AS cos
-- code_description AS cd
-- compartment_class AS cc
-- equipment_sequence AS es
",,,,,,,,False,n/a
Which flight has the shortest duration between departure and arrival times? Convert to integer minutes.,"SELECT {flight.flight_number, flight.flight_id}, (arrival_time - departure_time) / 60 AS duration_minutes FROM flight ORDER BY duration_minutes LIMIT 1;",atis,date_functions,,postgres,"SELECT f.flight_id,
       f.departure_time,
       f.arrival_time,
       EXTRACT(EPOCH
               FROM (f.arrival_time - f.departure_time)) / 60 AS duration_minutes
FROM flight f
ORDER BY duration_minutes ASC
LIMIT 1;",,"EXECUTION ERROR: (psycopg2.errors.UndefinedFunction) function pg_catalog.extract(unknown, bigint) does not exist
LINE 4:        EXTRACT(EPOCH
               ^
HINT:  No function matches the given name and argument types. You might need to add explicit type casts.

[SQL: SELECT f.flight_id,
       f.departure_time,
       f.arrival_time,
       EXTRACT(EPOCH
               FROM (f.arrival_time - f.departure_time)) / 60 AS duration_minutes
FROM flight f
ORDER BY duration_minutes ASC
LIMIT 1;]
(Background on this error at: https://sqlalche.me/e/20/f405)",0,0,0,1,0,6.61,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- days AS d
-- fare AS f
-- month AS m
-- state AS s
-- flight AS fl
-- airline AS a
-- airport AS ai
-- aircraft AS air
-- time_zone AS tz
-- fare_basis AS fb
-- flight_leg AS fli
-- flight_fare AS ff
-- flight_stop AS fs
-- restriction AS r
-- dual_carrier AS dc
-- food_service AS fo
-- time_interval AS ti
-- ground_service AS gs
-- airport_service AS a2
-- class_of_service AS cos
-- code_description AS cd
-- compartment_class AS cc
-- equipment_sequence AS es
",,,,,,,,False,n/a
"How many flights depart from each airport code, excluding departures with connections?","SELECT airport.airport_code, COUNT(flight.from_airport) AS num_departures FROM airport LEFT JOIN flight ON airport.airport_code = flight.from_airport AND flight.connections=0 GROUP BY airport.airport_code;SELECT airport.airport_code, COUNT(flight.from_airport) AS num_departures FROM airport JOIN flight ON airport.airport_code = flight.from_airport WHERE flight.connections=0 GROUP BY airport.airport_code;",atis,group_by,,postgres,"SELECT f.from_airport AS airport_code,
       COUNT(f.flight_id) AS number_of_departures
FROM flight f
WHERE f.stops = 0
  AND f.connections = 0
GROUP BY f.from_airport;",,,0,1,0,0,0,6.32,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- days AS d
-- fare AS f
-- month AS m
-- state AS s
-- flight AS fl
-- airline AS a
-- airport AS ai
-- aircraft AS air
-- time_zone AS tz
-- fare_basis AS fb
-- flight_leg AS fli
-- flight_fare AS ff
-- flight_stop AS fs
-- restriction AS r
-- dual_carrier AS dc
-- food_service AS fo
-- time_interval AS ti
-- ground_service AS gs
-- airport_service AS a2
-- class_of_service AS cos
-- code_description AS cd
-- compartment_class AS cc
-- equipment_sequence AS es
",,,,,,,,False,n/a
"How many meals are served in each compartment, sorted by the number of meals in descending order?","SELECT food_service.compartment, COUNT(food_service.meal_number) AS number_of_meals FROM food_service GROUP BY food_service.compartment ORDER BY number_of_meals DESC NULLS LAST;",atis,group_by,,postgres,"SELECT compartment,
       COUNT(meal_number) AS meal_count
FROM food_service
GROUP BY compartment
ORDER BY meal_count DESC;",,,0,1,0,0,0,6.06,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- days AS d
-- fare AS f
-- month AS m
-- state AS s
-- flight AS fl
-- airline AS a
-- airport AS ai
-- aircraft AS air
-- time_zone AS tz
-- fare_basis AS fb
-- flight_leg AS fli
-- flight_fare AS ff
-- flight_stop AS fs
-- restriction AS r
-- dual_carrier AS dc
-- food_service AS fo
-- time_interval AS ti
-- ground_service AS gs
-- airport_service AS a2
-- class_of_service AS cos
-- code_description AS cd
-- compartment_class AS cc
-- equipment_sequence AS es
",,,,,,,,False,n/a
What is the average cost of a one-way trip for each airport pair in the fare table?,"SELECT f.from_airport, f.to_airport, AVG(f.one_direction_cost) AS average_cost FROM fare f GROUP BY f.from_airport, f.to_airport ORDER BY f.from_airport, f.to_airport NULLS LAST;",atis,group_by,,postgres,"SELECT from_airport,
       to_airport,
       AVG(one_direction_cost) AS average_one_way_cost
FROM fare
GROUP BY from_airport,
         to_airport;",,,0,1,0,0,0,5.13,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- days AS d
-- fare AS f
-- month AS m
-- state AS s
-- flight AS fl
-- airline AS a
-- airport AS ai
-- aircraft AS air
-- time_zone AS tz
-- fare_basis AS fb
-- flight_leg AS fli
-- flight_fare AS ff
-- flight_stop AS fs
-- restriction AS r
-- dual_carrier AS dc
-- food_service AS fo
-- time_interval AS ti
-- ground_service AS gs
-- airport_service AS a2
-- class_of_service AS cos
-- code_description AS cd
-- compartment_class AS cc
-- equipment_sequence AS es
",,,,,,,,False,n/a
"What is the average cost of round-trip fares from Los Angeles (LAX) to Chicago (ORD) for each airline, sorted in descending order by average cost?","SELECT fare.fare_airline, AVG(fare.round_trip_cost) AS average_cost FROM fare WHERE fare.from_airport = 'LAX' AND fare.to_airport = 'ORD' GROUP BY fare.fare_airline ORDER BY average_cost DESC NULLS LAST;SELECT airline.airline_name, AVG(fare.round_trip_cost) AS avg_round_trip_cost FROM fare JOIN airline ON fare.fare_airline = airline.airline_code WHERE fare.from_airport = 'LAX' AND fare.to_airport = 'ORD' GROUP BY airline.airline_name ORDER BY avg_round_trip_cost DESC;",atis,group_by,,postgres,"SELECT fare.fare_airline AS airline_code,
       AVG(fare.round_trip_cost) AS average_round_trip_cost
FROM fare
JOIN airport AS from_airport ON fare.from_airport = from_airport.airport_code
JOIN airport AS to_airport ON fare.to_airport = to_airport.airport_code
WHERE from_airport.city_name = 'Los Angeles'
  AND from_airport.airport_code = 'LAX'
  AND to_airport.city_name = 'Chicago'
  AND to_airport.airport_code = 'ORD'
GROUP BY fare.fare_airline
ORDER BY average_round_trip_cost DESC;",,"EXECUTION ERROR: (psycopg2.errors.UndefinedColumn) column from_airport.city_name does not exist
LINE 6: WHERE from_airport.city_name = 'Los Angeles'
              ^

[SQL: SELECT fare.fare_airline AS airline_code,
       AVG(fare.round_trip_cost) AS average_round_trip_cost
FROM fare
JOIN airport AS from_airport ON fare.from_airport = from_airport.airport_code
JOIN airport AS to_airport ON fare.to_airport = to_airport.airport_code
WHERE from_airport.city_name = 'Los Angeles'
  AND from_airport.airport_code = 'LAX'
  AND to_airport.city_name = 'Chicago'
  AND to_airport.airport_code = 'ORD'
GROUP BY fare.fare_airline
ORDER BY average_round_trip_cost DESC;]
(Background on this error at: https://sqlalche.me/e/20/f405)",0,0,0,1,0,6.31,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- days AS d
-- fare AS f
-- month AS m
-- state AS s
-- flight AS fl
-- airline AS a
-- airport AS ai
-- aircraft AS air
-- time_zone AS tz
-- fare_basis AS fb
-- flight_leg AS fli
-- flight_fare AS ff
-- flight_stop AS fs
-- restriction AS r
-- dual_carrier AS dc
-- food_service AS fo
-- time_interval AS ti
-- ground_service AS gs
-- airport_service AS a2
-- class_of_service AS cos
-- code_description AS cd
-- compartment_class AS cc
-- equipment_sequence AS es
",,,,,,,,False,n/a
What is the total cost of round-trip fares for each airline code?,"SELECT fare.fare_airline, SUM(fare.round_trip_cost) AS total_round_trip_cost FROM fare GROUP BY fare.fare_airline ORDER BY total_round_trip_cost DESC;",atis,group_by,,postgres,"SELECT fare.fare_airline AS airline_code,
       SUM(fare.round_trip_cost) AS total_round_trip_cost
FROM fare
GROUP BY fare.fare_airline;",,,0,1,0,0,0,5.86,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- days AS d
-- fare AS f
-- month AS m
-- state AS s
-- flight AS fl
-- airline AS a
-- airport AS ai
-- aircraft AS air
-- time_zone AS tz
-- fare_basis AS fb
-- flight_leg AS fli
-- flight_fare AS ff
-- flight_stop AS fs
-- restriction AS r
-- dual_carrier AS dc
-- food_service AS fo
-- time_interval AS ti
-- ground_service AS gs
-- airport_service AS a2
-- class_of_service AS cos
-- code_description AS cd
-- compartment_class AS cc
-- equipment_sequence AS es
",,,,,,,,False,n/a
How many flights require a round-trip to purchase the fare?,SELECT COUNT(DISTINCT flight_fare.flight_id) FROM flight_fare JOIN fare ON flight_fare.fare_id = fare.fare_id WHERE fare.round_trip_required = 'Yes';,atis,instruct,"
Follow the instructions below to generate the query:
Filter airport, city, country names using ILIKE.
Filter state code (eg NY) and airport codes (eg JFK) using upper-case matches.
",postgres,"SELECT COUNT(*) AS round_trip_fares_count
FROM fare
WHERE round_trip_required = 'Yes';",,,0,1,0,0,0,5.27,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- days AS d
-- fare AS f
-- month AS m
-- state AS s
-- flight AS fl
-- airline AS a
-- airport AS ai
-- aircraft AS air
-- time_zone AS tz
-- fare_basis AS fb
-- flight_leg AS fli
-- flight_fare AS ff
-- flight_stop AS fs
-- restriction AS r
-- dual_carrier AS dc
-- food_service AS fo
-- time_interval AS ti
-- ground_service AS gs
-- airport_service AS a2
-- class_of_service AS cos
-- code_description AS cd
-- compartment_class AS cc
-- equipment_sequence AS es
",,,,,,,,False,n/a
What is the minimum amount of time required for a connecting flight at JFK Airport?,SELECT minimum_connect_time FROM airport WHERE airport_code = 'JFK';,atis,instruct,"
Follow the instructions below to generate the query:
Filter airport, city, country names using ILIKE.
Filter state code (eg NY) and airport codes (eg JFK) using upper-case matches.
",postgres,"SELECT minimum_connect_time
FROM airport
WHERE airport_code = 'JFK';",,,0,1,0,0,0,5.11,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- days AS d
-- fare AS f
-- month AS m
-- state AS s
-- flight AS fl
-- airline AS a
-- airport AS ai
-- aircraft AS air
-- time_zone AS tz
-- fare_basis AS fb
-- flight_leg AS fli
-- flight_fare AS ff
-- flight_stop AS fs
-- restriction AS r
-- dual_carrier AS dc
-- food_service AS fo
-- time_interval AS ti
-- ground_service AS gs
-- airport_service AS a2
-- class_of_service AS cos
-- code_description AS cd
-- compartment_class AS cc
-- equipment_sequence AS es
",,,,,,,,False,n/a
What is the total cost of all round-trip fares from New York (JFK) to Los Angeles?,SELECT SUM(fare.round_trip_cost) AS total_round_trip_cost FROM fare WHERE fare.from_airport = 'JFK' AND fare.to_airport = 'LAX';,atis,instruct,"
Follow the instructions below to generate the query:
Filter airport, city, country names using ILIKE.
Filter state code (eg NY), airport codes (eg JFK) using case-insensitive matches.
fare.round_trip_required is not needed when getting the round trip cost.
",postgres,"SELECT SUM(f.round_trip_cost) AS total_round_trip_cost
FROM fare f
JOIN flight fl ON f.fare_id = fl.flight_fare_id
JOIN airport a1 ON fl.from_airport = a1.airport_code
JOIN airport a2 ON fl.to_airport = a2.airport_code
WHERE a1.city_code = 'JFK'
  AND a2.city_code = 'LAX';",,"EXECUTION ERROR: (psycopg2.errors.UndefinedColumn) column fl.flight_fare_id does not exist
LINE 3: JOIN flight fl ON f.fare_id = fl.flight_fare_id
                                      ^

[SQL: SELECT SUM(f.round_trip_cost) AS total_round_trip_cost
FROM fare f
JOIN flight fl ON f.fare_id = fl.flight_fare_id
JOIN airport a1 ON fl.from_airport = a1.airport_code
JOIN airport a2 ON fl.to_airport = a2.airport_code
WHERE a1.city_code = 'JFK'
  AND a2.city_code = 'LAX';]
(Background on this error at: https://sqlalche.me/e/20/f405)",0,0,0,1,0,6.91,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- days AS d
-- fare AS f
-- month AS m
-- state AS s
-- flight AS fl
-- airline AS a
-- airport AS ai
-- aircraft AS air
-- time_zone AS tz
-- fare_basis AS fb
-- flight_leg AS fli
-- flight_fare AS ff
-- flight_stop AS fs
-- restriction AS r
-- dual_carrier AS dc
-- food_service AS fo
-- time_interval AS ti
-- ground_service AS gs
-- airport_service AS a2
-- class_of_service AS cos
-- code_description AS cd
-- compartment_class AS cc
-- equipment_sequence AS es
",,,,,,,,False,n/a
Which flights operate on Mondays and Wednesdays? Give me the relevant flight numbers,"SELECT {flight.flight_number, flight.flight_id} FROM flight WHERE LOWER(flight.flight_days) LIKE '%mon%' AND LOWER(flight.flight_days) LIKE '%wed%';",atis,instruct,"
Follow the instructions below to generate the query:
Filter airport, city, country names using ILIKE.
Filter state code (eg NY), airport codes (eg JFK) using case-insensitive matches.
If multiple flight days are requested, use ILIKE for each of the days separately, since they are not necessarily ordered.
",postgres,"SELECT DISTINCT f.flight_number
FROM flight f
WHERE f.flight_days LIKE '%mon,%'
  OR f.flight_days LIKE '%wed,%';",,,0,1,0,0,0,5.96,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- days AS d
-- fare AS f
-- month AS m
-- state AS s
-- flight AS fl
-- airline AS a
-- airport AS ai
-- aircraft AS air
-- time_zone AS tz
-- fare_basis AS fb
-- flight_leg AS fli
-- flight_fare AS ff
-- flight_stop AS fs
-- restriction AS r
-- dual_carrier AS dc
-- food_service AS fo
-- time_interval AS ti
-- ground_service AS gs
-- airport_service AS a2
-- class_of_service AS cos
-- code_description AS cd
-- compartment_class AS cc
-- equipment_sequence AS es
",,,,,,,,False,n/a
